Geographic Area Name,age_Under 5 years,age_5 to 9 years,age_10 to 14 years,age_15 to 19 years,age_20 to 24 years,age_25 to 29 years,age_30 to 34 years,age_35 to 39 years,age_40 to 44 years,age_45 to 49 years,age_50 to 54 years,age_55 to 59 years,age_60 to 64 years,age_65 to 69 years,age_70 to 74 years,age_75 to 79 years,age_80 to 84 years,age_85 years and over,gun_ownership,active_duty_forces,veteran_population,social_community_factors_score
"Lenoir County, North Carolina",0.041303935128684945,0.04936678228603694,0.03623847416950865,0.041712512517462635,0.04066040451084539,0.029957101757906484,0.029336405346892566,0.03821499013806706,0.025958537672759695,0.032301464317032444,0.03826353826353826,0.04947756166778942,0.059841778398651624,0.06808020723400172,0.06962681409813407,0.08111505471753919,0.058740312461557385,0.10038685987804079,0.06886557666257127,0.0,0.07391843610581462,1.0333667473328352
"Lincoln County, North Carolina",0.06115585930084343,0.07048748353096179,0.06681823923203234,0.06546169347361133,0.06380334388654857,0.04686044249690293,0.05319085546308618,0.05793885601577909,0.06314088274632189,0.07241101781445577,0.08244233244233244,0.0882196964267798,0.1146423311113473,0.10739710256164252,0.12079178596110178,0.10777136941733215,0.1323656046254152,0.116189102353944,0.10275231284587678,0.0,0.09185656898498676,1.685696880691302
"Macon County, North Carolina",0.020258725896997804,0.021308918824446774,0.023279019830743968,0.02080680455450196,0.025393129071927575,0.01808073879168245,0.016992074999503445,0.01869284561592254,0.023172090949621044,0.01954424784076303,0.022992772992772994,0.03412690449913285,0.044794023414367494,0.058850618823755155,0.06718333497877382,0.07545844424726413,0.09908967892729734,0.0594059405940594,0.049365214377973095,0.0,0.05535089505544345,0.7741464242869502
"Madison County, North Carolina",0.010481924443359639,0.01199214863811137,0.00989010989010989,0.018284767638804753,0.017412805149271304,0.012736375456881636,0.010596460563688005,0.011262775685852608,0.011647347302719572,0.01257702980287578,0.0136991386991387,0.017357279020768536,0.023201785687170687,0.028360356903002974,0.02621186691677362,0.03578822833481218,0.02644851765284783,0.026817913579437413,0.026108993408870546,0.0,0.02206631000203632,0.3729421347765334
"Martin County, North Carolina",0.012366772435115124,0.014022209674383588,0.014866742452949349,0.013747573775761248,0.012101310866323033,0.009511328616915627,0.009494110870558325,0.014176528599605522,0.008615693267944717,0.01066705106490324,0.013402138402138402,0.022230503518754746,0.018555354783849856,0.03421279861843999,0.025249284233389277,0.04466134279798876,0.024418747693443228,0.02550652416235001,0.024922380087298336,0.0,0.023602806419963346,0.37633120234207573
"McDowell County, North Carolina",0.025397987687467795,0.02999381570810142,0.03085764809902741,0.030449886879226576,0.02918705355974777,0.02581061296366447,0.025155421375652968,0.028543571812802582,0.028421756576014267,0.03135248117049263,0.03458815958815959,0.04020410210838624,0.05372245926780752,0.05342032044516934,0.05792773225392438,0.05342354333037563,0.06728994956329191,0.06550390138351583,0.05761900261474971,0.0,0.05333308650659953,0.8222024928941776
"Mecklenburg County, North Carolina",1.0,0.9725336775026217,0.9149930529240874,0.9158579252537491,1.0,1.0,1.0,1.0,0.9041016495764601,0.9046812497747666,0.91998316998317,0.951425418165661,0.9218002642088161,0.8871917873932649,0.9415786356007503,0.9242827565808932,0.8287612252429574,0.9385614058094551,0.9807866651265196,0.0,0.9507580666061941,18.857296949749365
"Mitchell County, North Carolina",0.006834268977300464,0.007111935683364255,0.007692307692307693,0.009630719398667277,0.00902692378136529,0.005712940116511216,0.007636999225375891,0.005917159763313609,0.006553722692822114,0.006955205592994342,0.00964013464013464,0.01289971190643409,0.015381812108052294,0.018631871821932267,0.018289070984302498,0.021147589470570837,0.025464386763439536,0.030227526063864665,0.01636056243371242,0.0,0.012976915529721024,0.25409176464618644
"Montgomery County, North Carolina",0.015743226751281425,0.01751767900836224,0.01817607679676645,0.01647978043443322,0.015293440435385542,0.017271917520706847,0.013526128667050668,0.012674825174825174,0.015381185911725367,0.01371821206770214,0.017411642411642413,0.025899754905473776,0.024644305085260488,0.033752278614602324,0.028531937999802547,0.04310854776693286,0.034690613851642266,0.026883483050291784,0.030893950372260552,0.0,0.027009015346452173,0.4486080021726003
"Moore County, North Carolina",0.0799500989884197,0.08725229222123632,0.07640520399141089,0.06926947469927182,0.05768073471310081,0.054416266521966156,0.062009653008123625,0.08167473552088937,0.06833481943825234,0.0650113517604238,0.06807494307494308,0.08923734036606516,0.10332994214737994,0.13456778278806486,0.1499160825352947,0.20689145223306715,0.19350473612990526,0.17507048718116844,0.11524850623234519,0.0,0.17280956700420222,2.1106554705555305
"Nash County, North Carolina",0.07277682857375316,0.07523325535747896,0.07381583933308071,0.07295362666435892,0.07222847274915618,0.05763107511799576,0.05778894472361809,0.06260086067778375,0.05722246990637539,0.06973224260333706,0.074002574002574,0.10027376055268099,0.09321712194603458,0.10252326585436054,0.13838977194194885,0.11172729961549838,0.10462541518021896,0.1454330863549931,0.10475100372085534,0.0,0.09613284214813306,1.743059757024236
